Artikelnummer;Name;Einheit;Preis
3483;Frohe Weihnachten gold * Baum;6;3
3487;Frohe Weihnachten gold * Eichhörnchen;6;3
3493;Merry Christmas gold * Kugel;6;3
3494;Merry Christmas Blau * Kugel;6;3
3499;Merry Christmas Blau * Christbaum;6;3
3500;* Schneekristall pink;6;3
3501;* Geschenk;6;3
3502;* Schneeflocke;6;3
3503;* Kugel;6;3
3504;* Tanne;6;3
3505;* Elch neonpink;6;3
3507;* Eichhörnchen;6;3
3508;* Stern neonorange;6;3
3509;* Stern neonpink;6;3
3529;* Bussi;6;3
3530;Grüße aus München * Breze;6;3
3538;Hipp Hipp Hurraaa * Oma;6;3
3539;Hipp Hipp Hurraaa * Opa;6;3
3540;Relax * Yogi;6;3
3546;* Moin;6;3
3548;* Spazl;6;3
3564;Frohe Weihnachten Gold * Engel;6;3
3565;* Engel;6;3
3570;Frohe Ostern * Zwei Hasen;6;3
3600;Make a wish * Pompom Regenbogen;6;3
3601;Grüße aus München * Bier;6;3
3605;happy easter foto orange;6;2,25
3609;happy easter yellow;6;2,25
3610;happy easter orange blau;6;2,25
3620;Happy Easter * Hasenpaar;6;3
3623;Jungle Danke Kupfer;6;2,25
3630;Echse hellblau;6;2,25
3641;Echse petrol;6;2,25
3650;Hummer mint;6;2,25
3661;Happy Easter * Hase;6;3
3671;Happy Easter Mix (12 Karten);6;27
3900;Merry Christmas * Baum;6;3
3901;Tinted Alles Liebe Pink;6;3
3902;Einladung * Martini;6;3
3903;* Lucky Cat;6;3
3906;Eichhörnchen Mix;6;27
3907;Squirrel Mix;6;27
3911;Merry Christmas * Geschenk;6;3
3914;Tannenallee mint;6;24
3915;Merry Christmas * Stern;6;3
3916;Bauhaus Quadrat 6;6;2,25
3917;Merry Christmas * Schneekristall;6;3
3920;Grüße aus Hamburg * Mix (12 Karten);6;33
3927;Tinted Merry Christmas Violett;6;3
3934;Gute Besserung * Mix;6;36
4000;violett-Punkte-rainbow;6;
4001;flieder-Punkte-rainbow;6;
4002;mint-Punkte-rainbow;6;
4003;zitronengelb-Punkte-rainbow;6;
4004;babyrosa-Punkte-rainbow;6;
4005;flieder-Punkte-rainbow;6;
4007;blush-Punkte-rainbow;6;
4008;dirtypink-Punkte-rainbow;6;
4009;X-Punkte-coralle;6;
4010;X-Punkte-neonpink;6;
4011;X-Punkte-flieder;6;
4012;X-Punkte-coralle_mint_neongelb/neonpink;6;
4013;flieder-Punkte-neonpink;6;
4014;babyrosa-Punkte-coralle;6;
4015;coralle-Punkte-goldorange;6;
4016;X-sinus-senf;6;
4017;X-sinus-goldorange;6;
4018;X-sinus-flieder;6;
4019;dirtypink-sinus-flieder;6;
4020;dirtypink-sinus-coralle;6;
4021;dirtypink-sinus-flammrot;6;
4022;X-sinus-violett;6;
4023;X-sinus-coralle;6;
4024;X-sinus-neonpink;6;
4026;flieder-sinus-jade;6;
4027;flieder-sinus-coralle;6;
4028;blush-sinus-neonpink;6;
4029;neongelb-sinus-goldorange;6;
4030;mint-sinus-coralle;6;
4031;X-curves-neonpink;6;
4032;X.curves-coralle;6;
4033;X-curves-flieder;6;
4034;Dirtypink-curves-goldorange;6;
4035;Coralle-curves-flieder;6;
4036;Violett-curves-coralle;6;
4037;X-curves-neonpink/flammrot;6;
4038;X.curves-goldorange/neongelb;6;
4039;X-curves-mint/neonpink;6;
4040;Flieder-curves-flieder;6;
4041;Flieder-curves-mint;6;
4042;Flieder-curves-neongelb;6;
4043;X-linien-coralle;6;
4044;X-linien-flammrot;6;
4045;X-linien-neonpink;6;
4046;X-linien-türkis;6;
4047;X-linien-mint;6;
4048;X-linien-flammrot;6;
4049;Blau-dreiecke-mint;6;
4050;Mint-dreiecke-mint;6;
4051;X-dreiecke-flieder;6;
4052;X-dreiecke-neonpink;6;
4054;X-dreiecke-goldorange;6;
4055;X-curves-goldorange;6;
4057;X-ellipse-flammrot;6;
4060;X-ellipse-violett;6;
4061;Skinny-dots-goldorange;6;
4062;Skinny-dots-coralle;6;
4063;Skinny-dots-neonpink;6;
4064;Skinny-dots-rainbow;6;
4067;Skinny-curves-goldorange;6;
4068;Skinny-curves-neonpink;6;
4069;Skinny-curves-violett;6;
4070;Skinny-curves-grün;6;
4071;Skinny-curves-coralle;6;
4073;Skinny-curves-flieder;6;
4074;Skinny-curves-mint;6;
4076;Skinny-lines-coralle;6;
4077;Skinny-lines-flammrot;6;
4078;Skinny-lines-neonpink;6;
4079;Skinny-triangle-flieder;6;
4080;Skinny-triangle-goldorange;6;
4081;Skinny-triangle-neonpink;6;
4090;Grüße aus München * Dackel;6;3
5555;Dip Dye Marble * Cosmic Universe;6;8
6002;Dip Dye Neon * Coral Playa;6;7
6003;Dip Dye Neon * Papaya Sand;6;7
6005;Dip Dye Neon * Pink Infusion;6;7
6006;Dip Dye Neon * Summer Breeze;6;7
6007;Dip Dye Neon * Green Splash;6;7
6008;Dip Dye Neon * Honey Glaze;6;8
6009;Dip Dye Neon * Fairy Tale;6;7
6010;Dip Dye Neon * Rainbow Kisses;6;7
6012;Dip Dye Neon * Lollipop Trees;6;7
6013;Dip Dye Neon * Grape Bliss;6;8
6014;Dip Dye Neon * Rainbow Drops;6;7
6015;Dip Dye Neon * Pink Unicorn;6;7
6016;Dip Dye Neon * Berry Burst;6;8
6017;Dip Dye Neon * Peppermint Cherries;6;7
6018;Dip Dye Neon * Peppermint Tower;6;7
6021;Dip Dye Neon * Vanilla Sky;6;7
6022;Dip Dye Neon * Flamingo Cake;6;7
6023;Dip Dye Neon * Flamingo Feathers;6;7
6024;Dip Dye Neon * Flamingo Cookies;6;7
6025;Dip Dye Neon * Flamingo Dreams;6;7
6026;Dip Dye Eggs * Foursome;6;8
6027;Dip Dye Neon * Spring Sorbet;6;7
6028;Dip Dye Neon * Papaya Rock;6;7
6031;Dip Dye Neon * Plum Mousse;6;7
6033;Dip Dye Neon * Racing Husky;6;7
6035;Dip Dye Neon * Papaya Pebbles;6;7
6037;Dip Dye Neon * Sorbet Flavour;6;7
6038;Dip Dye Neon * Pineapple Blue;6;8
6040;Dip Dye Twisted * Shades of Pomegranate;6;8
6042;Dip Dye Twisted * Shades of Peach;6;8
6043;Dip Dye Twisted * Shades of Banana;6;8
6044;Dip Dye Twisted * Shades of Blueberry;6;8
6045;Dip Dye Twisted * Shades of Fruit Salad;6;8
6046;Dip Dye Twisted * Ice Cream Pink;6;8
6048;Dip Dye Twisted * Ice Cream Yellow;6;8
6049;Dip Dye Marble * Juicy Hurricane;6;4
6050;Dip Dye Marble * Jupiter;6;8
6051;Dip Dye Marble * Neptune;6;8
6052;Dip Dye Marble * Venus;6;8
6053;Dip Dye Marble * Mercury;6;
6054;Dip Dye Curly * Miami Edition Mix;6;36
6055;Dip Dye X-Mas * Shine like a star;6;9
6056;Dip Dye Twinkle * Luxe Lychee;6;10
6058;Dip Dye Bubble * Bubble on the Beach;6;8
6059;Dip Dye Bubble * Sundowner;6;8
6061;Dip Dye Konfetti * Rainbow;6;6
6062;Dip Dye Konfetti * Girls;6;6
6063;Dip Dye Konfetti * Boys;6;6
6064;Dip Dye Konfetti * Sorbet Babies;6;6
6065;Dip Dye Konfetti * Baby Blues;6;6
6068;Dip Dye X-Mas * Frosty Blue;6;9
6069;Dip Dye X-Mas * Cosy Blush;6;9
6071;Dip Dye X-Mas * X-Mas Fireworks;6;9
6072;Dip Dye Twinkle * Cold Diamonds;6;10
6073;Dip Dye Twinkle * Warm Diamonds;6;10
6074;Dip Dye Sparkle * Cold Ice;6;15
6075;Dip Dye Sparkle * Warm Ice;6;15
6076;Dip Dye Glow * Cold Star;6;20
6077;Dip Dye Glow * Warm Star;6;20
6078;Dip Dye Little Star * Lipstick Stars;6;9
6079;Dip Dye Glow * Golden Star;6;20
6080;Dip Dye Sparkle * Golden Ice;6;15
6081;Dip Dye Neon * Lime Twist;6;8
6082;Dip Dye Neon * Welcome Paradise;6;7
6085;Dip Dye Konfetti * Natural Bronze;6;6
6086;Dip Dye Konfetti * Pineapple House;6;6
6087;Dip Dye Twinkle * Golden Diamonds;6;10
6088;Dip Dye Neon * Gooseberry Lookalike;6;8
6090;Dip Dye Little Star * Aqua Stars;6;9
6092;Dip Dye Neon * Valentine Kitty;6;7
6093;Dip Dye Neon * Mango Melody;6;8
6095;Dip Dye Neon * Seashell Memories;6;8
6096;Dip Dye Neon * Dirty Cabo;6;7
6097;Dip Dye Neon * Lemon Zest;6;8
6099;Dip Dye Neon * Electric Love;6;8
6101;Dip Dye Neon * Tropical Tango;6;8
6103;Dip Dye Neon * Lovin´ South Beach;6;7
6104;Dip Dye Neon * Forever Tulum;6;7
6105;Dip Dye Neon * Watermelon Coast;6;7
6106;Dip Dye Neon * Valentine Bunny;6;7
6107;Dip Dye Neon * Dirty Rio;6;7
6114;Dip Dye Swirl - Passion Island;6;12
6115;Dip Dye Eggs * Sixpack blue;6;10
6116;Dip Dye Eggs * Sixpack green;6;10
6117;Dip Dye Eggs - Sixpack yellow;6;10
6118;Dip Dye Eggs * Pack of ten;6;16
6119;Dip Dye Glitter * Girls Night;6;9
6120;Dip Dye Glitter * Special Anniversary;6;9
6121;Dip Dye Glitter * Mermaids Magic;6;9
6122;Dip Dye Glitter * Sparkling Party;6;9
6124;Dip Dye Glitter * Yellow;6;9
6125;Dip Dye Glitter * Orange;6;9
6126;Dip Dye Glitter * Mint;6;9
6128;Wild Candles * Chameleon;6;8
6129;Wild Candles * Crocodile;6;8
6130;Wild Candles * Jaguar;6;8
6136;Dip Dye Swirl * Valentine Promise;6;12
6137;Dip Dye Swirl * Flamingo Wedding;6;12
6138;Dip Dye Swirl * Lollipop Flowers;6;12
6143;EXCLUSIVE PRINTEMPS SET GREEN AND GOLD;6;0
6144;Dip Dye Miami Edition * Pink;6;6
6145;Dip Dye Miami Edition * Blue;6;6
6146;Dip Dye Miami Edition * Yellow;6;6
6147;Dip Dye Glitter * Lilac;6;9
6148;Dip Dye Pop * Yellow;6;8
6149;Dip Dye Pop * Coral;6;8
6150;Dip Dye Pop * Candypink;6;8
6152;Dip Dye Pop * Mint;6;8
6153;Dip Dye Pop * Lilac;6;8
6155;Dip Dye Pop * Steal my girl;6;8
6156;Dip Dye Pop * Who´s that girl?;6;8
6157;Dip Dye Pop * Girls just wanna have fun;6;8
6158;Dip Dye Pop * Girl on fire;6;8
6160;Bauhaus Formen;6;2,25
6161;Dip Dye Neon * Melon Mist;6;8
6171;Dip Dye Bling-Bling * November rain;6;8
6172;Dip Dye Bling-Bling * November grey;6;8
6173;Dip Dye Bling-Bling * Colder than november;6;8
6174;Dip Dye Bling-Bling * Indian Summer;6;8
6175;Dip Dye Bling-Bling * Blood orange;6;8
6176;Dip Dye Bling-Bling * October skies;6;8
6178;Dip Dye Bling-Bling * Somewhere in october;6;8
6180;Dip Dye Bling-Bling * Forest vibes;6;8
6181;Dip Dye Bling-Bling * Treehouse;6;8
6182;Dip Dye Bling-Bling * we fell in love in september;6;8
6183;Dip Dye Bling-Bling * Wake me up when September ends;6;8
6184;Dip Dye Bling-Bling * September Sun;6;8
6185;Dip Dye Bling-Bling * Harvest moon;6;8
6186;Dip Dye Bling-Bling * Blackberry fields;6;8
6187;Dip Dye Bling-Bling * Dancing in the moonlight;6;8
6189;Dip Dye X-Mas * Gingerbread House;6;9
6190;Dip Dye Glitter * Under the mistletoe;6;9
6191;Dip Dye Glitter * Diamonds in the sky;6;9
6192;Dip Dye Glitter * Let it snow;6;9
6193;Dip Dye Twinkle Glitter * Christmas Tree Farm;6;10
6194;Dip Dye Twinkle Glitter * Santa Baby;6;10
6195;Dip Dye Twinkle Glitter * Winter wonderland;6;10
6199;Dip Dye Bling-Bling * Red velvet;6;8
6200;Dip Dye Bling-Bling * Real love;6;10
6201;Dip Dye Bling-Bling * Something magical;6;10
6202;Dip Dye Bling-Bling * Red lights;6;10
6204;Dip Dye Bling-Bling * Baby it´s cold outside;6;10
6205;Dip Dye Swirl * Eclectic Pouf;6;12
6206;Dip Dye Swirl * Sunset Disco;6;12
6207;Dip Dye Swirl * Golden Hour;6;12
6208;Dip Dye Swirl * Blushing Amber;6;12
6209;Dip Dye Swirl * Elegant Dinner;6;12
6210;Dip Dye Swirl * Cha Cha Cha;6;12
6211;Dip Dye Swirl * Vibrant Matcha;6;12
6212;Dip Dye Swirl * Cocktail Fusion;6;12
6213;Dip Dye Swirl * Snowflake;6;12
6214;Dip Dye Swirl * Happy Place;6;12
6215;Dip Dye Swirl * Ballett Slippers;6;12
6216;Dip Dye Sparkle * Velvet Ice;6;15
6217;Dip Dye Sparkle * Powder Ice;6;15
6218;Dip Dye Glow * Smaragd Star;6;20
6219;Dip Dye Glow * Ruby Star;6;20
6220;Dip Dye Twinkle * Smaragd Diamonds;6;10
6221;Dip Dye Twinkle * Velvet Diamonds;6;10
6222;Dip Dye Twinkle * Colour Diamonds;6;10
6223;Dip Dye Skinny Gold * Lumina Mist;6;8
6224;Dip Dye Skinny Gold * Radiant Gleam;6;8
6225;Dip Dye Skinny Silver * Zen Essence;6;8
6226;Dip Dye Skinny Silver * Blissful Morning;6;8
6228;Dip Dye Skinny Copper * Delicate Illumination;6;8
6230;Dip Dye Copper * Moody Reflections;6;10
6231;Dip Dye X-Mas * Chilly Chimney;6;9
6232;Dip Dye Konfetti * Light Hibiscus;6;6
6233;Dip Dye Konfetti * Colour Bouquet;6;6
6234;Dip Dye Konfetti * Pastell Babies;6;6
6235;Dip Dye Twinkle * Copper Diamonds;6;10
6236;Dip Dye Twinkle * Silver Diamonds;6;10
6237;Dip Dye Twinkle * Purple Diamonds;6;10
6238;Dip Dye Copper * Sweater Weather;6;10
6239;Dip Dye Skinny Copper * Charming Serendipity;6;8
6240;Dip Dye X-Mas * Balmy Sleigh;6;9
6241;Dip Dye X-Mas * Comfy Chalet;6;9
6242;Dip Dye Skinny Silver * Rainwater Lily;6;8
6243;Dip Dye X-Mas * Mystical Shine;6;9
6245;Dip Dye Skinny Silver * Heavenly Aura;6;8
6246;Dip Dye X-Mas * Homely Blanket;6;9
6247;Dip Dye Skinny Silver * Candy Cane;6;8
6248 ;Dip Dye Skinny * Blazing Flame ;6;7
6249;Dip Dye Little Stars * Prism Stars;6;9
6250;Dip Dye Little Stars * Silent Stars;6;9
6251;Dip Dye X-Mas * Flickering Fireplace;6;9
6252;Graphic Lights  X-Mas * Countdown;6;10
6253;Graphic Lights X-Mas * Stars;6;9
6254;Dip Dye Glow * Countdown;6;20
6255;Dip Dye Sparkle * Countdown;6;15
6256;Dip Dye  Silver * Foggy Haze;6;10
6257;Dip Dye Silver * Stormy Blizzard;6;10
6258;Dip Dye X-Mas * Holly Jolly;6;9
6259;Fitter * White;6;4
6260;Fitter * Black;6;4
6261;Fitter * Pink;6;4
6262;Flipper Tube * White;6;10
6263;Flipper Tube * Mint;6;10
6264;Flipper Tube * Lilac;6;10
6265;Flipper Boob * Pink;6;15
6266;Flipper Boob * White;6;15
6267;Flipper Boob * Coral (alte Farbe);6;15
6268;Flipper Cube *  Black;6;15
6269;Flipper Cube * Mint;6;15
6270;Flipper Cube * Yellow;6;15
6271;Dipper Tube * White;6;10
6272;Dipper Tube * Yellow;6;10
6273;Dipper Tube * Purple;6;10
6274;Dipper Boob * Pink;6;15
6275;Dipper Boob * Coral;6;15
6276;Dipper Boob * Yellow;6;15
6277;Dipper Cube * Black;6;15
6278;Dipper Cube * Pink;6;15
6279;Dipper Cube * Lilac;6;15
6280;Tray A6 * Purple;6;15
6281;Tray A6 * Pink;6;15
6282;Tray A6 * Yellow;6;15
6283;Tray A5 * Mint;6;19
6284;Tray A5 * Coral;6;19
6285;Tray A5 * Purple;6;19
6286;Tray A4 * Black;6;23
6287;Tray A4 * Pink;6;23
6288;Tray A4 * Lilac;6;23
6292;Dip Dye X-Mas * Krypton;6;9
6293;Dip Dye X-Mas * Silicium;6;9
6295;Dip Dye X-Mas * Palladium;6;9
6296;Dip Dye Skinny * You melt my heart like chocolate;6;8
6300;Matches * Pink Fire;6;2
6301;Matches * Violet Bonfire;6;2
6302;Matches * Cobalt Explosion;6;2
7001;Rainbow Studio * Dip Dye Stabkerzen;6;4
7003;Rainbow Studio * Stabkerze 2er Set LOVELY;6;4
7004;Rainbow Studio * Stabkerze 2er Set FOXY;6;4
7005;Rainbow Studio * Stabkerze 2er Set WILY;6;4
7006;Rainbow Studio * Stabkerze 2er Set SPLASHY;6;4
7007;Rainbow Studio * Stabkerze 2er Set FLASHY;6;4
7008;Rainbow Studio * Twisted 2er Set FANCY;6;4
7009;Rainbow Studio * Twisted 2er Set CHICHI;6;4
7012;Rainbow Studio * Twisted 2er Set SHOWY;6;4
7013;Rainbow Studio * Twisted 2er Set GLITZY;6;4
7015;Rainbow Studio * Twisted 2er Set BRILLIANT;6;4
7016;Rainbow Studio * Twisted 2er Set CATCHY;6;4
7017;Rainbow Studio * Curly SHINY;6;4
7018;Rainbow Studio * Curly FAB;6;4
7019;Rainbow Studio * Curly BOFFO;6;4
7020;Rainbow Studio * 1er Stumpe SPLENDID;6;4
7021;Rainbow Studio * 1er Stumpe PURPLE;6;4
7023;Rainbow Studio * 1er Stumpe GROOVY;6;4
7024;Rainbow Studio * 1er Stumpe DIVINE;6;4
7026;Rainbow Studio * 2er Stumpe FLOWERY;6;4
7027;Rainbow Studio * 2er Stumpe MAGNIFIC;6;4
7029;Rainbow Studio * 2er Stumpe SCENIC;6;4
7031;Rainbow Studio * 2er Stumpe BONNY;6;4
8000;Stabkerzenverpackung 67 x 22 x 218;6;0
8001;1er Stumpenkerzenverpackung 62 x 62 x 128 mm;6;0
8002;2er Stumpenkerzenverpackung 102 x 51 x 108;6;0
8003;3er Stumpenkerzenverpackung;6;0
8004;Twisted Kerzenverpackung 64 x 23 x 230;6;0
8005;Bubble Kerzenverpackung Neongelb 62 x 62 x 62 mm;6;0
8006;Konfetti Kerzenverpackung 85 x 15 x 110 mm;6;0
8007;Twinkle Kerzenverpackung gold;6;0
8008;Sparkle Kerzenverpackung;6;0
8009;Glow Kerzenverpackung;6;0
8010;Little Star Kerzenverpackung;6;0
8011;Stabkerzenverpackung kurz 70 x 23;6;0
8012;Juicy Kerzenverpackung 36 x 36 x 265 mm;6;0
8013;Miami Kerzenverpackung blau 46 x 25 x 265 mm;6;0
8014;Swirl Kerzenverpackung weiß 70 x 28 x 270 mm;6;0
8015;Xmas Stabkerzenverpackung gold 67 x 22 x 225;6;0
8016;Marble Stabkerzenverpackung 67 x 22;6;0
8017;Stabkerzenverpackung Private Label 70 x 23;6;0
8018;Xmas Twisted Verpackung 64 x 23,5 x 240;6;0
8019;Stabkerzenverpackung Why Neon 70 x 23;6;0
8020;Stabkerzenverpackung * Eis;6;0
8021;Stabkerzenverpackung * Geschenk;6;0
8022;Stabkerzenverpackung  Wild Candles * Giraffe;6;0
8023;Stabkerzenverpackung  Wild Candles * Jaguar;6;0
8024;Stabkerzenverpackung  Wild Candles * Krokodil;6;0
8025;Stabkerzenverpackung  Wild Candles * Camäleon;6;8
8026;1er Stumpenverpackung * Glitter;6;0
8027;Rainbow Studio Verpackung SNAZZY;6;0
8028;Rainbow Studio Verpackung LOVELY;6;0
8029;Rainbow Studio Verpackung FOXY;6;0
8030;Rainbow Studio Verpackung WILY;6;0
8031;Rainbow Studio Verpackung SPLASHY;6;0
8032;Rainbow Studio Verpackung FLASHY;6;0
8033;Rainbow Studio Twisted Verpackung FANCY;6;0
8034;Rainbow Studio Twisted Verpackung CHICHI;6;0
8035;Rainbow Studio Twisted Verpackung SHOWY;6;0
8036;Rainbow Studio Twisted Verpackung GLITZY;6;0
8037;Rainbow Studio Twisted Verpackung BRILLIANT;6;0
8038;Rainbow Studio Twisted Verpackung CATCHY;6;0
8039;Miami Kerzenverpackung pink 46 x 25 x 265 mm;6;0
8040;Miami Kerzenverpackung yellow 46 x 25 x 265 mm;6;0
8041;Miami Kerzenverpackung lilac 46 x 25 x 265 mm;6;0
8042;Miami Kerzenverpackung jade 46 x 25 x 265 mm;6;0
8043;Miami Kerzenverpackung ocean 46 x 25 x 265 mm;6;0
8044;Miami Kerzenverpackung purple 46 x 25 x 265 mm;6;0
8045;Swirl Kerzenverpackung kurz 250 x 100 x 45 mm;6;0
8046;Swirl Kerzenverpackung lang 265 x 100 x 45 mm;6;0
8050;Einheitenkarton Stabkerzen 225 x 140 x 70 mm;6;0
8051;Einheitenkarton 1er Stumpenkerzen 195 x 265 x 65 mm;6;0
8052;Einheitenkarton 2er Stumpenkerzen 315 x 220 x 55 mm;6;0
8053;Einheitenkarton 3er Stumpenkerzen 255 x 275 x 45 mm;6;0
8054;Einheitenkarton Twisted 232 x 145 x 70 mm;6;0
8055;Einheitenkarton Bubble Kerzen 198 mm x 133 mm x 65 mm;6;0
8057;Einheitenkarton Twinkle 185 mm x 162 mm x 126 mm;6;0
8058;Einheitenkarton Sparkle 320 mm x 216 mm x 112 mm;6;0
8059;Einheitenkarton Glow 368 mm x 248 mm x 135 mm;6;0
8060;Einheitenkarton Little Star 148 mm x 118 mm x 90 mm;6;0
8061;Einheitenkarton Stabkerzenverpackung kurz;6;0
8062;Einheitenkarton Juicy / Miami 273 mm x 118 mm x 75 mm;6;0
8063;Einheitenkarton Miami 290 mm x 260 mm x 45 mm;6;0
8064;Einheitenkarton Swirl (alt) 278 mm x 148 mm x 90 mm;6;0
8065;Einheitenkarton Konfetti 178 mm x 118 mm x 50 mm;6;0
8066;Einheitenkarton Graphic Lights 225x225x55 mm;6;0
8067;Einheitenkarton Swirl (kurz) 315 x 263 x 95 mm;6;0
8068;Einheitenkarton Skinny 265 x 170 x 43 mm;6;0
8069;Einheitenkarton RS Stabkerzen 485 x 215 x 265 mm;6;0
8070;Einheitenkarton RS Twisted 415 x 245 x 240 mm;6;0
8071;Einheitenkarton RS Curly;6;0
8072;Einheitenkarton RS Stumpe 1er;6;0
8073;Einheitenkarton RS Stumpe 2er;6;0
8074;Einheitenkarton Swirl (neu) 310 x 270 x 100 mm;6;0
8080;Schaumstoff Zuschnitt schwarz Glow;6;
8081;Schaumstoff Zuschnitt schwarz Sparkle;6;
8100;n/d;6;0
8200;Glitzerkleber;6;0
8300;Glitzer Neon Rot;6;0
8301;Glitzer Neon Gelb;6;0
8302;Glitzer Neon Orange;6;0
8303;Glitzer Flieder;6;0
8304;Glitzer Phantom Blue (Dunkelblau);6;0
8305;Glitzer Gold;6;0
8306;Glitzer Silber;6;0
8307;Siebdrucklack weiß;6;
8308;Siebdrucklack pink;6;
8309;Siebdrucklack blau;6;
8310;Siebdrucklack gelb;6;
8311;Glitzer Violett Prism (Flieder Prism);6;0
FAIRE-COMMISSION;Kommission;6;
FAIRE-PAYMENT-PROCESSING-FEE;FAIRE-PAYMENT-PROCESSING-FEE;6;
Standard-Ladehilfsmittel;Standard-Ladehilfsmittel;6;
